Class,parClass,SaleDate,saleCount,Coupon,holidayCluster,disHoliday,disHoliday_detail,month,dayOfWeek,dayOfYear,weekOfYear,cumType,parCumType,hotIndex,parHotIndex,wkDaySaleCount_median,wkDaySaleCount_mean,wkDaySaleCount_max,wkDaySaleCount_min,holDaySaleCount_median,holDaySaleCount_mean,holDaySaleCount_max,holDaySaleCount_min,wkHolRatio,classWeekdayRatio,parClassWeekdayRatio
11,11,2015/1/9,1,0,1,0,0,1,4,9,2,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.053030303,0.053231939
11,11,2015/1/10,1,0,2,0,0,1,5,10,2,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.098484848,0.098859316
11,11,2015/1/11,1,0,2,0,0,1,6,11,2,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.090909091,0.091254753
11,11,2015/1/12,0,0,1,0,0,1,0,12,3,24.77,24.77,0.01028,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.113636364,0.114068441
11,11,2015/1/13,1,0,1,0,0,1,1,13,3,24.77,24.77,0.01009,0.02,1,1.666666667,11,0,1,1,4,0,3.125,0.196969697,0.197718631
11,11,2015/1/14,2,0,1,0,0,1,2,14,3,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.303030303,0.30418251
11,11,2015/1/15,0,0,1,0,0,1,3,15,3,24.77,24.77,0.00028,0.07125,1,1.666666667,11,0,1,1,4,0,3.125,0.136363636,0.136882129
11,11,2015/1/16,0,0,1,0,0,1,4,16,3,24.77,24.77,0.0027,0.01482,1,1.666666667,11,0,1,1,4,0,3.125,0.053030303,0.053231939
11,11,2015/1/17,0,0,2,0,0,1,5,17,3,24.77,24.77,0.01166,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.098484848,0.098859316
11,11,2015/1/18,1,0,2,0,0,1,6,18,3,24.77,24.77,0.00963,0.07125,1,1.666666667,11,0,1,1,4,0,3.125,0.090909091,0.091254753
11,11,2015/1/19,1,0,1,0,0,1,0,19,4,24.77,24.77,0.03739,0.20741,1,1.666666667,11,0,1,1,4,0,3.125,0.113636364,0.114068441
11,11,2015/1/20,2,0,1,0,0,1,1,20,4,24.77,24.77,0.01009,0.02,1,1.666666667,11,0,1,1,4,0,3.125,0.196969697,0.197718631
11,11,2015/1/21,0,0,1,0,0,1,2,21,4,24.77,24.77,0.03484,0.20741,1,1.666666667,11,0,1,1,4,0,3.125,0.303030303,0.30418251
11,11,2015/1/22,2,0,1,0,0,1,3,22,4,24.77,24.77,0.03484,0.20741,1,1.666666667,11,0,1,1,4,0,3.125,0.136363636,0.136882129
11,11,2015/1/23,1,0,1,0,0,1,4,23,4,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.053030303,0.053231939
11,11,2015/1/24,1,0,2,0,0,1,5,24,4,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.098484848,0.098859316
11,11,2015/1/25,1,0,2,0,0,1,6,25,4,24.77,24.77,0.01307,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.090909091,0.091254753
11,11,2015/1/26,0,0,1,0,0,1,0,26,5,24.77,24.77,0.07355,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.113636364,0.114068441
11,11,2015/1/27,2,0,1,0,0,1,1,27,5,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.196969697,0.197718631
11,11,2015/1/28,4,0,1,0,0,1,2,28,5,24.77,24.77,0.02215,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.303030303,0.30418251
11,11,2015/1/29,1,0,1,0,0,1,3,29,5,24.77,24.77,0.00374,0.04399,1,1.666666667,11,0,1,1,4,0,3.125,0.136363636,0.136882129
11,11,2015/1/30,1,0,1,0,0,1,4,30,5,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.053030303,0.053231939
11,11,2015/1/31,0,0,2,0,0,1,5,31,5,24.77,24.77,0.01166,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.098484848,0.098859316
11,11,2015/2/1,3,0,2,0,0,2,6,32,5,24.77,24.77,0.02215,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.090909091,0.091254753
11,11,2015/2/2,4,0,1,0,0,2,0,33,6,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.113636364,0.114068441
11,11,2015/2/3,6,0,1,0,0,2,1,34,6,24.77,24.77,0.03659,0.20741,1,1.666666667,11,0,1,1,4,0,3.125,0.196969697,0.197718631
11,11,2015/2/4,0,0,1,0,0,2,2,35,6,24.77,24.77,0.02331,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.303030303,0.30418251
11,11,2015/2/5,3,0,1,0,0,2,3,36,6,24.77,24.77,0.02331,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.136363636,0.136882129
11,11,2015/2/6,1,0,1,0,0,2,4,37,6,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.053030303,0.053231939
11,11,2015/2/7,0,0,2,0,0,2,5,38,6,24.77,24.77,0.00626,0.02,1,1.666666667,11,0,1,1,4,0,3.125,0.098484848,0.098859316
11,11,2015/2/8,1,0,2,0,0,2,6,39,6,24.77,24.77,0.07355,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.090909091,0.091254753
11,11,2015/2/9,2,0,1,0,0,2,0,40,7,24.77,24.77,0.01307,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.113636364,0.114068441
11,11,2015/2/10,2,0,1,0,0,2,1,41,7,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.196969697,0.197718631
11,11,2015/2/11,6,0,1,0,0,2,2,42,7,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.303030303,0.30418251
11,11,2015/2/12,3,0,1,0,0,2,3,43,7,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.136363636,0.136882129
11,11,2015/2/13,2,0,1,0,0,2,4,44,7,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.053030303,0.053231939
11,11,2015/2/14,0,0,2,0,0,2,5,45,7,24.77,24.77,0.02215,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.098484848,0.098859316
11,11,2015/2/15,1,0,2,0.6,13,2,6,46,7,24.77,24.77,0.01601,0.20741,1,1.666666667,11,0,1,1,4,0,3.125,0.090909091,0.091254753
11,11,2015/2/16,0,0,1,0.6,12,2,0,47,8,24.77,24.77,0.01028,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.113636364,0.114068441
11,11,2015/2/17,2,0,1,0.8,11,2,1,48,8,24.77,24.77,0.02331,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.196969697,0.197718631
11,11,2015/2/18,0,0,3,1,1,2,2,49,8,24.77,24.77,0.07355,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.303030303,0.30418251
11,11,2015/2/19,2,0,3,1,2,2,3,50,8,24.77,24.77,0.03484,0.20741,1,1.666666667,11,0,1,1,4,0,3.125,0.136363636,0.136882129
11,11,2015/2/20,0,0,3,1,3,2,4,51,8,24.77,24.77,0.00423,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.053030303,0.053231939
11,11,2015/2/21,1,0,3,1,4,2,5,52,8,24.77,24.77,0.07355,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.098484848,0.098859316
11,11,2015/2/22,1,0,3,1,5,2,6,53,8,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.090909091,0.091254753
11,11,2015/2/23,0,0,3,1,6,2,0,54,9,24.77,24.77,0.01601,0.20741,1,1.666666667,11,0,1,1,4,0,3.125,0.113636364,0.114068441
11,11,2015/2/24,1,0,3,1,7,2,1,55,9,24.77,24.77,0.00374,0.04399,1,1.666666667,11,0,1,1,4,0,3.125,0.196969697,0.197718631
11,11,2015/2/25,0,0,1,0.5,8,2,2,56,9,24.77,24.77,0.01307,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.303030303,0.30418251
11,11,2015/2/26,0,0,1,0.3,9,2,3,57,9,24.77,24.77,0.00555,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.136363636,0.136882129
11,11,2015/2/27,0,0,1,0.3,10,2,4,58,9,24.77,24.77,0.03739,0.20741,1,1.666666667,11,0,1,1,4,0,3.125,0.053030303,0.053231939
11,11,2015/2/28,0,0,1,0,0,2,5,59,9,24.77,24.77,0.03484,0.20741,1,1.666666667,11,0,1,1,4,0,3.125,0.098484848,0.098859316
11,11,2015/3/1,2,0,2,0,0,3,6,60,9,24.77,24.77,0.01601,0.20741,1,1.666666667,11,0,1,1,4,0,3.125,0.090909091,0.091254753
11,11,2015/3/2,3,0,1,0,0,3,0,61,10,24.77,24.77,0.01166,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.113636364,0.114068441
11,11,2015/3/3,0,0,1,0,0,3,1,62,10,24.77,24.77,0.02104,0.028,1,1.666666667,11,0,1,1,4,0,3.125,0.196969697,0.197718631
11,11,2015/3/4,5,0,1,0,0,3,2,63,10,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.303030303,0.30418251
11,11,2015/3/5,0,0,1,0,0,3,3,64,10,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.136363636,0.136882129
11,11,2015/3/6,0,0,1,0,0,3,4,65,10,24.77,24.77,0.00788,0.10803,1,1.666666667,11,0,1,1,4,0,3.125,0.053030303,0.053231939
11,11,2015/3/7,1,0,2,0,0,3,5,66,10,24.77,24.77,0.00592,0.20741,1,1.666666667,11,0,1,1,4,0,3.125,0.098484848,0.098859316
11,11,2015/3/8,0,0,2,0,0,3,6,67,10,24.77,24.77,0.02313,0.10803,1,1.666666667,11,0,1,1,4,0,3.125,0.090909091,0.091254753
11,11,2015/3/9,2,0,1,0,0,3,0,68,11,24.77,24.77,0.02478,0.10803,1,1.666666667,11,0,1,1,4,0,3.125,0.113636364,0.114068441
11,11,2015/3/10,1,0,1,0,0,3,1,69,11,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.196969697,0.197718631
11,11,2015/3/11,3,0,1,0,0,3,2,70,11,24.77,24.77,0.03739,0.20741,1,1.666666667,11,0,1,1,4,0,3.125,0.303030303,0.30418251
11,11,2015/3/12,0,0,1,0,0,3,3,71,11,24.77,24.77,0.01009,0.02,1,1.666666667,11,0,1,1,4,0,3.125,0.136363636,0.136882129
11,11,2015/3/13,0,0,1,0,0,3,4,72,11,24.77,24.77,0.00963,0.07125,1,1.666666667,11,0,1,1,4,0,3.125,0.053030303,0.053231939
11,11,2015/3/14,4,0,2,0,0,3,5,73,11,24.77,24.77,0.07355,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.098484848,0.098859316
11,11,2015/3/15,0,0,2,0,0,3,6,74,11,24.77,24.77,0.00383,0.07125,1,1.666666667,11,0,1,1,4,0,3.125,0.090909091,0.091254753
11,11,2015/3/16,1,0,1,0,0,3,0,75,12,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.113636364,0.114068441
11,11,2015/3/17,2,0,1,0,0,3,1,76,12,24.77,24.77,0.02478,0.10803,1,1.666666667,11,0,1,1,4,0,3.125,0.196969697,0.197718631
11,11,2015/3/18,4,0,1,0,0,3,2,77,12,24.77,24.77,0.02331,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.303030303,0.30418251
11,11,2015/3/19,2,0,1,0,0,3,3,78,12,24.77,24.77,0.02705,0.20741,1,1.666666667,11,0,1,1,4,0,3.125,0.136363636,0.136882129
11,11,2015/3/20,0,0,1,0,0,3,4,79,12,24.77,24.77,0.00478,0.028,1,1.666666667,11,0,1,1,4,0,3.125,0.053030303,0.053231939
11,11,2015/3/21,3,0,2,0,0,3,5,80,12,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.098484848,0.098859316
11,11,2015/3/22,1,0,2,0,0,3,6,81,12,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.090909091,0.091254753
11,11,2015/3/23,1,0,1,0,0,3,0,82,13,24.77,24.77,0.02331,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.113636364,0.114068441
11,11,2015/3/24,6,0,1,0,0,3,1,83,13,24.77,24.77,0.03739,0.20741,1,1.666666667,11,0,1,1,4,0,3.125,0.196969697,0.197718631
11,11,2015/3/25,2,0,1,0,0,3,2,84,13,24.77,24.77,0.01166,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.303030303,0.30418251
11,11,2015/3/26,2,0,1,0,0,3,3,85,13,24.77,24.77,0.01475,0.07125,1,1.666666667,11,0,1,1,4,0,3.125,0.136363636,0.136882129
11,11,2015/3/27,0,0,1,0,0,3,4,86,13,24.77,24.77,0.22891,0.32881,1,1.666666667,11,0,1,1,4,0,3.125,0.053030303,0.053231939
11,11,2015/3/28,2,0,2,0,0,3,5,87,13,24.77,24.77,0.00374,0.04399,1,1.666666667,11,0,1,1,4,0,3.125,0.098484848,0.098859316
11,11,2015/3/29,0,0,2,0,0,3,6,88,13,24.77,24.77,0.02313,0.10803,1,1.666666667,11,0,1,1,4,0,3.125,0.090909091,0.091254753
11,11,2015/3/30,1,0,1,0,0,3,0,89,14,24.77,24.77,0.00147,0.01482,1,1.666666667,11,0,1,1,4,0,3.125,0.113636364,0.114068441
11,11,2015/3/31,0,0,1,0,0,3,1,90,14,24.77,24.77,0.02331,0.14284,1,1.666666667,11,0,1,1,4,0,3.125,0.196969697,0.197718631
11,11,2015/4/1,11,0,1,0.6,13,4,2,91,14,24.77,24.77,0.00794,0.04399,1,1.666666667,11,0,1,1,4,0,3.125,0.303030303,0.30418251
12,12,2015/1/1,103,0,3,1,1,1,3,1,1,2027.15,2027.15,0.00478,0.028,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.126014364,0.126020242
12,12,2015/1/2,99,0,3,1,2,1,4,2,1,2027.15,2027.15,0.07355,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.120697696,0.120703325
12,12,2015/1/3,80,0,3,1,3,1,5,3,1,2027.15,2027.15,0.02705,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.116220502,0.116225922
12,12,2015/1/4,107,0,1,0.5,8,1,6,4,1,2027.15,2027.15,0.03484,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.13319653,0.133202742
12,12,2015/1/5,161,0,1,0.3,9,1,0,5,2,2027.15,2027.15,0.02705,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.176289525,0.176297747
12,12,2015/1/6,146,0,1,0.3,10,1,1,6,2,2027.15,2027.15,0.01371,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.140098871,0.140105406
12,12,2015/1/7,144,0,1,0,0,1,2,7,2,2027.15,2027.15,0.22891,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.187389236,0.187397976
12,12,2015/1/8,129,0,1,0,0,1,3,8,2,2027.15,2027.15,0.00212,0.14284,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.126014364,0.126020242
12,12,2015/1/9,104,0,1,0,0,1,4,9,2,2027.15,2027.15,0.00347,0.07125,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.120697696,0.120703325
12,12,2015/1/10,97,0,2,0,0,1,5,10,2,2027.15,2027.15,0.22891,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.116220502,0.116225922
12,12,2015/1/11,125,0,2,0,0,1,6,11,2,2027.15,2027.15,0.02478,0.10803,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.13319653,0.133202742
12,12,2015/1/12,139,0,1,0,0,1,0,12,3,2027.15,2027.15,0.02705,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.176289525,0.176297747
12,12,2015/1/13,126,0,1,0,0,1,1,13,3,2027.15,2027.15,0.03659,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.140098871,0.140105406
12,12,2015/1/14,139,0,1,0,0,1,2,14,3,2027.15,2027.15,0.02478,0.10803,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.187389236,0.187397976
12,12,2015/1/15,117,0,1,0,0,1,3,15,3,2027.15,2027.15,0.22891,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.126014364,0.126020242
12,12,2015/1/16,142,0,1,0,0,1,4,16,3,2027.15,2027.15,0.02705,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.120697696,0.120703325
12,12,2015/1/17,118,0,2,0,0,1,5,17,3,2027.15,2027.15,0.00555,0.14284,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.116220502,0.116225922
12,12,2015/1/18,153,0,2,0,0,1,6,18,3,2027.15,2027.15,0.22891,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.13319653,0.133202742
12,12,2015/1/19,207,0,1,0,0,1,0,19,4,2027.15,2027.15,0.03739,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.176289525,0.176297747
12,12,2015/1/20,183,0,1,0,0,1,1,20,4,2027.15,2027.15,0.01601,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.140098871,0.140105406
12,12,2015/1/21,212,0,1,0,0,1,2,21,4,2027.15,2027.15,0.00236,0.07125,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.187389236,0.187397976
12,12,2015/1/22,148,0,1,0,0,1,3,22,4,2027.15,2027.15,0.22891,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.126014364,0.126020242
12,12,2015/1/23,128,0,1,0,0,1,4,23,4,2027.15,2027.15,0.22891,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.120697696,0.120703325
12,12,2015/1/24,119,0,2,0,0,1,5,24,4,2027.15,2027.15,0.07355,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.116220502,0.116225922
12,12,2015/1/25,140,0,2,0,0,1,6,25,4,2027.15,2027.15,0.02478,0.10803,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.13319653,0.133202742
12,12,2015/1/26,151,0,1,0,0,1,0,26,5,2027.15,2027.15,0.02432,0.10803,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.176289525,0.176297747
12,12,2015/1/27,130,0,1,0,0,1,1,27,5,2027.15,2027.15,0.00592,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.140098871,0.140105406
12,12,2015/1/28,222,0,1,0,0,1,2,28,5,2027.15,2027.15,0.01601,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.187389236,0.187397976
12,12,2015/1/29,102,0,1,0,0,1,3,29,5,2027.15,2027.15,0.00592,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.126014364,0.126020242
12,12,2015/1/30,120,0,1,0,0,1,4,30,5,2027.15,2027.15,0.03484,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.120697696,0.120703325
12,12,2015/1/31,126,0,2,0,0,1,5,31,5,2027.15,2027.15,0.00963,0.07125,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.116220502,0.116225922
12,12,2015/2/1,113,0,2,0,0,2,6,32,5,2027.15,2027.15,0.03739,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.13319653,0.133202742
12,12,2015/2/2,150,0,1,0,0,2,0,33,6,2027.15,2027.15,0.03484,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.176289525,0.176297747
12,12,2015/2/3,118,0,1,0,0,2,1,34,6,2027.15,2027.15,0.22891,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.140098871,0.140105406
12,12,2015/2/4,3,0,1,0,0,2,2,35,6,2027.15,2027.15,0.02331,0.14284,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.187389236,0.187397976
12,12,2015/2/5,106,0,1,0,0,2,3,36,6,2027.15,2027.15,0.02233,0.07125,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.126014364,0.126020242
12,12,2015/2/6,116,0,1,0,0,2,4,37,6,2027.15,2027.15,0.00794,0.04399,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.120697696,0.120703325
12,12,2015/2/7,117,0,2,0,0,2,5,38,6,2027.15,2027.15,0.0173,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.116220502,0.116225922
12,12,2015/2/8,107,0,2,0,0,2,6,39,6,2027.15,2027.15,0.00206,0.04399,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.13319653,0.133202742
12,12,2015/2/9,161,0,1,0,0,2,0,40,7,2027.15,2027.15,0.02313,0.10803,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.176289525,0.176297747
12,12,2015/2/10,113,0,1,0,0,2,1,41,7,2027.15,2027.15,0.02478,0.10803,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.140098871,0.140105406
12,12,2015/2/11,118,0,1,0,0,2,2,42,7,2027.15,2027.15,0.22891,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.187389236,0.187397976
12,12,2015/2/12,135,0,1,0,0,2,3,43,7,2027.15,2027.15,0.00478,0.028,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.126014364,0.126020242
12,12,2015/2/13,99,0,1,0,0,2,4,44,7,2027.15,2027.15,0.00635,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.120697696,0.120703325
12,12,2015/2/14,0,0,2,0,0,2,5,45,7,2027.15,2027.15,0.07355,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.116220502,0.116225922
12,12,2015/2/15,129,0,2,0.6,13,2,6,46,7,2027.15,2027.15,0.02331,0.14284,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.13319653,0.133202742
12,12,2015/2/16,170,0,1,0.6,12,2,0,47,8,2027.15,2027.15,0.02432,0.10803,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.176289525,0.176297747
12,12,2015/2/17,146,0,1,0.8,11,2,1,48,8,2027.15,2027.15,0.03659,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.140098871,0.140105406
12,12,2015/2/18,172,0,3,1,1,2,2,49,8,2027.15,2027.15,0.00423,0.14284,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.187389236,0.187397976
12,12,2015/2/19,19,0,3,1,2,2,3,50,8,2027.15,2027.15,0.01307,0.14284,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.126014364,0.126020242
12,12,2015/2/20,29,0,3,1,3,2,4,51,8,2027.15,2027.15,0.03739,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.120697696,0.120703325
12,12,2015/2/21,57,0,3,1,4,2,5,52,8,2027.15,2027.15,0.03739,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.116220502,0.116225922
12,12,2015/2/22,68,0,3,1,5,2,6,53,8,2027.15,2027.15,0.00052,0.00693,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.13319653,0.133202742
12,12,2015/2/23,51,0,3,1,6,2,0,54,9,2027.15,2027.15,0.03484,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.176289525,0.176297747
12,12,2015/2/24,115,0,3,1,7,2,1,55,9,2027.15,2027.15,0.02313,0.10803,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.140098871,0.140105406
12,12,2015/2/25,105,0,1,0.5,8,2,2,56,9,2027.15,2027.15,0.01475,0.07125,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.187389236,0.187397976
12,12,2015/2/26,68,0,1,0.3,9,2,3,57,9,2027.15,2027.15,0.22891,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.126014364,0.126020242
12,12,2015/2/27,91,0,1,0.3,10,2,4,58,9,2027.15,2027.15,0.07355,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.120697696,0.120703325
12,12,2015/2/28,85,0,1,0,0,2,5,59,9,2027.15,2027.15,0.01307,0.14284,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.116220502,0.116225922
12,12,2015/3/1,111,0,2,0,0,3,6,60,9,2027.15,2027.15,0.01371,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.13319653,0.133202742
12,12,2015/3/2,124,0,1,0,0,3,0,61,10,2027.15,2027.15,0.00963,0.07125,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.176289525,0.176297747
12,12,2015/3/3,89,0,1,0,0,3,1,62,10,2027.15,2027.15,0.0012,0.01482,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.140098871,0.140105406
12,12,2015/3/4,128,0,1,0,0,3,2,63,10,2027.15,2027.15,0.22891,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.187389236,0.187397976
12,12,2015/3/5,88,0,1,0,0,3,3,64,10,2027.15,2027.15,0.07355,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.126014364,0.126020242
12,12,2015/3/6,92,0,1,0,0,3,4,65,10,2027.15,2027.15,0.00862,0.10803,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.120697696,0.120703325
12,12,2015/3/7,58,0,2,0,0,3,5,66,10,2027.15,2027.15,0.22891,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.116220502,0.116225922
12,12,2015/3/8,108,0,2,0,0,3,6,67,10,2027.15,2027.15,0.01113,0.14284,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.13319653,0.133202742
12,12,2015/3/9,137,0,1,0,0,3,0,68,11,2027.15,2027.15,0.0173,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.176289525,0.176297747
12,12,2015/3/10,107,0,1,0,0,3,1,69,11,2027.15,2027.15,0.03484,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.140098871,0.140105406
12,12,2015/3/11,166,0,1,0,0,3,2,70,11,2027.15,2027.15,0.00021,0.10803,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.187389236,0.187397976
12,12,2015/3/12,125,0,1,0,0,3,3,71,11,2027.15,2027.15,0.02705,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.126014364,0.126020242
12,12,2015/3/13,124,0,1,0,0,3,4,72,11,2027.15,2027.15,0.00748,0.07125,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.120697696,0.120703325
12,12,2015/3/14,197,0,2,0,0,3,5,73,11,2027.15,2027.15,0.22891,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.116220502,0.116225922
12,12,2015/3/15,111,0,2,0,0,3,6,74,11,2027.15,2027.15,0.03484,0.20741,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.13319653,0.133202742
12,12,2015/3/16,131,0,1,0,0,3,0,75,12,2027.15,2027.15,0.22891,0.32881,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.176289525,0.176297747
12,12,2015/3/17,128,0,1,0,0,3,1,76,12,2027.15,2027.15,0.02233,0.07125,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.140098871,0.140105406
12,12,2015/3/18,222,0,1,0,0,3,2,77,12,2027.15,2027.15,0.00589,0.01509,127,127.5,222,0,107,99.03225806,197,0,2.491045262,0.187389236,0.187397976
