,Class,SaleDate,saleCount,dayOfWeek,parClass
5914,3002,2015-04-10,1,4,30
5915,3002,2015-04-11,2,5,30
5916,3002,2015-04-17,1,4,30
5917,3002,2015-04-18,1,5,30
5918,3002,2015-04-19,3,6,30
5919,3002,2015-04-21,1,1,30
5920,3002,2015-04-23,2,3,30
5921,3002,2015-04-24,2,4,30
5922,3002,2015-04-26,2,6,30
5923,3002,2015-04-27,1,0,30
5924,3002,2015-04-28,2,1,30
5925,3002,2015-04-29,4,2,30
5926,3002,2015-04-30,2,3,30
5927,3003,2015-01-13,1,1,30
5928,3003,2015-01-24,1,5,30
5929,3003,2015-01-28,1,2,30
5930,3003,2015-01-29,1,3,30
5931,3003,2015-02-09,1,0,30
5932,3003,2015-02-16,1,0,30
5933,3003,2015-02-25,1,2,30
5934,3003,2015-02-26,1,3,30
5935,3003,2015-03-08,1,6,30
5936,3003,2015-03-21,1,5,30
5937,3003,2015-03-25,1,2,30
5938,3003,2015-04-11,1,5,30
5939,3003,2015-04-15,1,2,30
5940,3003,2015-04-22,1,2,30
5941,3003,2015-04-27,3,0,30
5942,3004,2015-01-24,1,5,30
5943,3004,2015-01-30,1,4,30
5944,3004,2015-02-02,1,0,30
5945,3004,2015-02-16,3,0,30
5946,3004,2015-02-18,1,2,30
5947,3004,2015-02-21,1,5,30
5948,3004,2015-03-04,1,2,30
5949,3004,2015-03-07,2,5,30
5950,3004,2015-03-08,2,6,30
5951,3004,2015-03-13,1,4,30
5952,3004,2015-03-21,4,5,30
5953,3004,2015-03-29,1,6,30
5954,3004,2015-04-04,1,5,30
5955,3004,2015-04-15,1,2,30
5956,3004,2015-04-17,1,4,30
5957,3004,2015-04-19,1,6,30
5958,3004,2015-04-24,1,4,30
5959,3004,2015-04-29,1,2,30
5960,3005,2015-04-14,1,1,30
5961,3005,2015-04-26,1,6,30
5962,3005,2015-04-29,4,2,30
5963,3005,2015-04-30,1,3,30
5964,3006,2015-01-01,4,3,30
5965,3006,2015-01-02,3,4,30
5966,3006,2015-01-03,1,5,30
5967,3006,2015-01-04,5,6,30
5968,3006,2015-01-05,2,0,30
5969,3006,2015-01-06,1,1,30
5970,3006,2015-01-07,8,2,30
5971,3006,2015-01-09,2,4,30
5972,3006,2015-01-10,4,5,30
5973,3006,2015-01-12,5,0,30
5974,3006,2015-01-13,4,1,30
5975,3006,2015-01-14,1,2,30
5976,3006,2015-01-16,2,4,30
5977,3006,2015-01-18,1,6,30
5978,3006,2015-01-19,8,0,30
5979,3006,2015-01-20,3,1,30
5980,3006,2015-01-21,3,2,30
5981,3006,2015-01-22,1,3,30
5982,3006,2015-01-23,3,4,30
5983,3006,2015-01-24,7,5,30
5984,3006,2015-01-25,2,6,30
5985,3006,2015-01-26,3,0,30
5986,3006,2015-01-28,7,2,30
5987,3006,2015-01-29,1,3,30
5988,3006,2015-01-30,1,4,30
5989,3006,2015-01-31,6,5,30
5990,3006,2015-02-01,4,6,30
5991,3006,2015-02-02,1,0,30
5992,3006,2015-02-03,1,1,30
5993,3006,2015-02-05,4,3,30
5994,3006,2015-02-06,4,4,30
5995,3006,2015-02-07,5,5,30
5996,3006,2015-02-08,1,6,30
5997,3006,2015-02-09,4,0,30
5998,3006,2015-02-10,5,1,30
5999,3006,2015-02-11,1,2,30
6000,3006,2015-02-12,3,3,30
6001,3006,2015-02-13,3,4,30
6002,3006,2015-02-15,1,6,30
6003,3006,2015-02-16,5,0,30
6004,3006,2015-02-17,7,1,30
6005,3006,2015-02-18,8,2,30
6006,3006,2015-02-19,1,3,30
6007,3006,2015-02-23,2,0,30
6008,3006,2015-02-24,4,1,30
6009,3006,2015-02-25,2,2,30
6010,3006,2015-02-26,1,3,30
6011,3006,2015-02-27,1,4,30
6012,3006,2015-03-01,2,6,30
6013,3006,2015-03-02,1,0,30
6014,3006,2015-03-03,5,1,30
6015,3006,2015-03-04,5,2,30
6016,3006,2015-03-06,2,4,30
6017,3006,2015-03-07,7,5,30
6018,3006,2015-03-08,4,6,30
6019,3006,2015-03-09,2,0,30
6020,3006,2015-03-10,5,1,30
6021,3006,2015-03-11,10,2,30
6022,3006,2015-03-12,4,3,30
6023,3006,2015-03-13,1,4,30
6024,3006,2015-03-14,5,5,30
6025,3006,2015-03-15,3,6,30
6026,3006,2015-03-16,5,0,30
6027,3006,2015-03-17,1,1,30
6028,3006,2015-03-19,5,3,30
6029,3006,2015-03-20,1,4,30
6030,3006,2015-03-22,1,6,30
6031,3006,2015-03-23,3,0,30
6032,3006,2015-03-24,5,1,30
6033,3006,2015-03-25,1,2,30
6034,3006,2015-03-26,1,3,30
6035,3006,2015-03-28,1,5,30
6036,3006,2015-03-29,3,6,30
6037,3006,2015-03-30,5,0,30
6038,3006,2015-04-03,2,4,30
6039,3006,2015-04-05,3,6,30
6040,3006,2015-04-06,1,0,30
6041,3006,2015-04-07,3,1,30
6042,3006,2015-04-08,6,2,30
6043,3006,2015-04-10,1,4,30
6044,3006,2015-04-11,5,5,30
6045,3006,2015-04-12,3,6,30
6046,3006,2015-04-13,2,0,30
6047,3006,2015-04-14,3,1,30
6048,3006,2015-04-15,2,2,30
6049,3006,2015-04-19,3,6,30
6050,3006,2015-04-21,7,1,30
6051,3006,2015-04-22,3,2,30
6052,3006,2015-04-23,5,3,30
6053,3006,2015-04-24,2,4,30
6054,3006,2015-04-25,4,5,30
6055,3006,2015-04-26,9,6,30
6056,3006,2015-04-27,2,0,30
6057,3006,2015-04-28,3,1,30
6058,3006,2015-04-29,9,2,30
6059,3006,2015-04-30,1,3,30
6060,3007,2015-01-01,2,3,30
6061,3007,2015-01-02,2,4,30
6062,3007,2015-01-03,2,5,30
6063,3007,2015-01-05,1,0,30
6064,3007,2015-01-06,2,1,30
6065,3007,2015-01-08,1,3,30
6066,3007,2015-01-10,1,5,30
6067,3007,2015-01-14,4,2,30
6068,3007,2015-01-16,6,4,30
6069,3007,2015-01-19,3,0,30
6070,3007,2015-01-22,1,3,30
6071,3007,2015-01-25,4,6,30
6072,3007,2015-01-26,1,0,30
6073,3007,2015-01-29,3,3,30
6074,3007,2015-01-31,3,5,30
6075,3007,2015-02-01,3,6,30
6076,3007,2015-02-02,1,0,30
6077,3007,2015-02-03,2,1,30
6078,3007,2015-02-05,2,3,30
6079,3007,2015-02-06,2,4,30
6080,3007,2015-02-08,3,6,30
6081,3007,2015-02-09,1,0,30
6082,3007,2015-02-10,2,1,30
6083,3007,2015-02-12,2,3,30
6084,3007,2015-02-13,1,4,30
6085,3007,2015-02-15,3,6,30
6086,3007,2015-02-16,3,0,30
6087,3007,2015-02-17,5,1,30
6088,3007,2015-02-18,2,2,30
6089,3007,2015-02-21,11,5,30
6090,3007,2015-02-23,1,0,30
6091,3007,2015-02-25,1,2,30
6092,3007,2015-02-26,3,3,30
6093,3007,2015-02-27,1,4,30
6094,3007,2015-03-04,5,2,30
6095,3007,2015-03-07,1,5,30
6096,3007,2015-03-08,1,6,30
6097,3007,2015-03-09,1,0,30
6098,3007,2015-03-13,1,4,30
6099,3007,2015-03-14,1,5,30
6100,3007,2015-03-16,3,0,30
6101,3007,2015-03-17,1,1,30
6102,3007,2015-03-20,1,4,30
6103,3007,2015-03-22,2,6,30
6104,3007,2015-03-23,2,0,30
6105,3007,2015-03-24,3,1,30
6106,3007,2015-03-25,1,2,30
6107,3007,2015-03-27,2,4,30
6108,3007,2015-03-29,1,6,30
6109,3007,2015-03-30,1,0,30
6110,3007,2015-04-01,1,2,30
6111,3007,2015-04-02,1,3,30
6112,3007,2015-04-05,4,6,30
6113,3007,2015-04-06,1,0,30
6114,3007,2015-04-08,1,2,30
6115,3007,2015-04-12,3,6,30
6116,3007,2015-04-13,1,0,30
6117,3007,2015-04-14,1,1,30
6118,3007,2015-04-15,5,2,30
6119,3007,2015-04-21,1,1,30
6120,3007,2015-04-22,2,2,30
6121,3007,2015-04-23,3,3,30
6122,3007,2015-04-24,1,4,30
6123,3007,2015-04-26,2,6,30
6124,3007,2015-04-29,5,2,30
6125,3007,2015-04-30,2,3,30
6126,3008,2015-01-01,3,3,30
6127,3008,2015-01-02,2,4,30
6128,3008,2015-01-03,1,5,30
6129,3008,2015-01-04,1,6,30
6130,3008,2015-01-05,1,0,30
6131,3008,2015-01-06,4,1,30
6132,3008,2015-01-07,1,2,30
6133,3008,2015-01-08,1,3,30
6134,3008,2015-01-11,1,6,30
6135,3008,2015-01-12,1,0,30
6136,3008,2015-01-13,2,1,30
6137,3008,2015-01-14,1,2,30
6138,3008,2015-01-15,2,3,30
6139,3008,2015-01-16,1,4,30
6140,3008,2015-01-17,4,5,30
6141,3008,2015-01-18,3,6,30
6142,3008,2015-01-19,3,0,30
6143,3008,2015-01-20,1,1,30
6144,3008,2015-01-21,1,2,30
6145,3008,2015-01-22,3,3,30
6146,3008,2015-01-24,1,5,30
6147,3008,2015-01-25,1,6,30
6148,3008,2015-01-27,3,1,30
6149,3008,2015-01-28,1,2,30
6150,3008,2015-01-29,2,3,30
6151,3008,2015-01-30,1,4,30
6152,3008,2015-01-31,2,5,30
6153,3008,2015-02-01,6,6,30
6154,3008,2015-02-02,1,0,30
6155,3008,2015-02-03,2,1,30
6156,3008,2015-02-05,2,3,30
6157,3008,2015-02-06,1,4,30
6158,3008,2015-02-07,1,5,30
6159,3008,2015-02-08,2,6,30
6160,3008,2015-02-09,4,0,30
6161,3008,2015-02-10,3,1,30
6162,3008,2015-02-11,2,2,30
6163,3008,2015-02-13,2,4,30
6164,3008,2015-02-15,1,6,30
6165,3008,2015-02-16,1,0,30
6166,3008,2015-02-17,2,1,30
6167,3008,2015-02-18,1,2,30
6168,3008,2015-02-26,1,3,30
6169,3008,2015-03-02,1,0,30
6170,3008,2015-03-03,2,1,30
6171,3008,2015-03-04,2,2,30
6172,3008,2015-03-05,1,3,30
6173,3008,2015-03-07,1,5,30
6174,3008,2015-03-08,1,6,30
6175,3008,2015-03-10,2,1,30
6176,3008,2015-03-11,1,2,30
6177,3008,2015-03-12,2,3,30
6178,3008,2015-03-13,1,4,30
6179,3008,2015-03-15,1,6,30
6180,3008,2015-03-17,1,1,30
6181,3008,2015-03-18,1,2,30
6182,3008,2015-03-24,1,1,30
6183,3008,2015-03-25,1,2,30
6184,3008,2015-03-26,2,3,30
6185,3008,2015-03-27,2,4,30
6186,3008,2015-03-29,1,6,30
6187,3008,2015-04-01,2,2,30
6188,3008,2015-04-02,3,3,30
6189,3008,2015-04-04,1,5,30
6190,3008,2015-04-05,1,6,30
6191,3008,2015-04-07,3,1,30
6192,3008,2015-04-08,3,2,30
6193,3008,2015-04-10,1,4,30
6194,3008,2015-04-11,2,5,30
6195,3008,2015-04-12,4,6,30
6196,3008,2015-04-13,1,0,30
6197,3008,2015-04-14,2,1,30
6198,3008,2015-04-15,1,2,30
6199,3008,2015-04-17,2,4,30
6200,3008,2015-04-19,3,6,30
6201,3008,2015-04-20,4,0,30
6202,3008,2015-04-22,6,2,30
6203,3008,2015-04-23,4,3,30
6204,3008,2015-04-24,2,4,30
6205,3008,2015-04-25,2,5,30
6206,3008,2015-04-26,1,6,30
6207,3009,2015-01-12,1,0,30
6208,3009,2015-02-01,1,6,30
6209,3009,2015-02-03,1,1,30
6210,3009,2015-02-07,1,5,30
6211,3009,2015-02-12,1,3,30
6212,3009,2015-02-13,1,4,30
6213,3009,2015-03-01,2,6,30
6214,3009,2015-03-05,1,3,30
6215,3009,2015-04-23,2,3,30
6216,3010,2015-01-01,1,3,30
6217,3010,2015-01-08,4,3,30
6218,3010,2015-01-09,2,4,30
6219,3010,2015-01-11,1,6,30
6220,3010,2015-01-13,2,1,30
6221,3010,2015-01-15,1,3,30
6222,3010,2015-01-19,1,0,30
6223,3010,2015-01-28,1,2,30
6224,3010,2015-01-31,2,5,30
6225,3010,2015-02-01,1,6,30
6226,3010,2015-02-10,1,1,30
6227,3010,2015-02-18,1,2,30
6228,3010,2015-02-24,1,1,30
6229,3010,2015-02-25,1,2,30
6230,3010,2015-03-04,3,2,30
6231,3010,2015-03-05,2,3,30
6232,3010,2015-03-07,1,5,30
6233,3010,2015-03-08,2,6,30
6234,3010,2015-03-12,1,3,30
6235,3010,2015-03-16,2,0,30
6236,3010,2015-03-18,1,2,30
6237,3010,2015-03-19,1,3,30
6238,3010,2015-03-21,1,5,30
6239,3010,2015-03-22,1,6,30
6240,3010,2015-03-23,1,0,30
6241,3010,2015-03-27,1,4,30
6242,3010,2015-03-28,1,5,30
6243,3010,2015-04-03,1,4,30
6244,3010,2015-04-13,1,0,30
6245,3010,2015-04-15,1,2,30
6246,3010,2015-04-17,1,4,30
6247,3010,2015-04-18,1,5,30
6248,3010,2015-04-19,1,6,30
6249,3010,2015-04-20,1,0,30
6250,3010,2015-04-23,2,3,30
6251,3010,2015-04-24,2,4,30
6252,3010,2015-04-26,1,6,30
6253,3010,2015-04-28,2,1,30
6254,3010,2015-04-30,2,3,30
6255,3011,2015-01-01,1,3,30
6256,3011,2015-01-02,2,4,30
6257,3011,2015-01-04,1,6,30
6258,3011,2015-01-07,2,2,30
6259,3011,2015-01-08,1,3,30
6260,3011,2015-01-10,2,5,30
6261,3011,2015-01-12,1,0,30
6262,3011,2015-01-16,1,4,30
6263,3011,2015-01-17,1,5,30
6264,3011,2015-01-18,4,6,30
6265,3011,2015-01-19,7,0,30
6266,3011,2015-01-21,2,2,30
6267,3011,2015-01-22,2,3,30
6268,3011,2015-01-23,1,4,30
6269,3011,2015-01-24,1,5,30
6270,3011,2015-01-27,1,1,30
6271,3011,2015-01-28,1,2,30
6272,3011,2015-01-29,2,3,30
6273,3011,2015-01-30,1,4,30
6274,3011,2015-01-31,3,5,30
6275,3011,2015-02-01,3,6,30
6276,3011,2015-02-03,2,1,30
6277,3011,2015-02-06,1,4,30
6278,3011,2015-02-08,1,6,30
6279,3011,2015-02-09,3,0,30
6280,3011,2015-02-10,1,1,30
6281,3011,2015-02-11,1,2,30
6282,3011,2015-02-12,2,3,30
6283,3011,2015-02-13,1,4,30
6284,3011,2015-02-16,1,0,30
6285,3011,2015-02-17,1,1,30
6286,3011,2015-02-18,3,2,30
6287,3011,2015-02-22,1,6,30
6288,3011,2015-02-25,1,2,30
6289,3011,2015-02-26,1,3,30
6290,3011,2015-02-27,2,4,30
6291,3011,2015-03-01,1,6,30
6292,3011,2015-03-04,2,2,30
6293,3011,2015-03-06,1,4,30
6294,3011,2015-03-08,1,6,30
6295,3011,2015-03-09,1,0,30
6296,3011,2015-03-13,2,4,30
6297,3011,2015-03-15,1,6,30
6298,3011,2015-03-18,1,2,30
6299,3011,2015-03-21,1,5,30
6300,3011,2015-03-27,3,4,30
6301,3011,2015-03-30,1,0,30
6302,3011,2015-04-04,1,5,30
6303,3011,2015-04-05,1,6,30
6304,3011,2015-04-07,1,1,30
6305,3011,2015-04-08,1,2,30
6306,3011,2015-04-10,1,4,30
6307,3011,2015-04-12,1,6,30
6308,3011,2015-04-13,1,0,30
6309,3011,2015-04-15,1,2,30
6310,3011,2015-04-19,2,6,30
6311,3011,2015-04-20,1,0,30
6312,3011,2015-04-21,1,1,30
6313,3011,2015-04-23,1,3,30
6314,3011,2015-04-28,1,1,30
6315,3012,2015-01-05,1,0,30
6316,3012,2015-01-11,1,6,30
6317,3012,2015-01-18,1,6,30
6318,3012,2015-02-07,1,5,30
6319,3012,2015-02-26,1,3,30
6320,3012,2015-03-20,1,4,30
6321,3012,2015-03-21,1,5,30
6322,3013,2015-01-01,2,3,30
6323,3013,2015-01-02,3,4,30
6324,3013,2015-01-03,1,5,30
6325,3013,2015-01-04,2,6,30
6326,3013,2015-01-05,5,0,30
6327,3013,2015-01-06,8,1,30
6328,3013,2015-01-07,7,2,30
6329,3013,2015-01-08,2,3,30
6330,3013,2015-01-10,5,5,30
6331,3013,2015-01-13,4,1,30
6332,3013,2015-01-14,7,2,30
6333,3013,2015-01-15,6,3,30
6334,3013,2015-01-16,4,4,30
6335,3013,2015-01-17,1,5,30
6336,3013,2015-01-18,2,6,30
6337,3013,2015-01-19,5,0,30
6338,3013,2015-01-20,1,1,30
6339,3013,2015-01-21,4,2,30
6340,3013,2015-01-22,3,3,30
6341,3013,2015-01-23,3,4,30
6342,3013,2015-01-24,10,5,30
6343,3013,2015-01-25,4,6,30
6344,3013,2015-01-26,5,0,30
6345,3013,2015-01-27,5,1,30
6346,3013,2015-01-28,5,2,30
6347,3013,2015-01-30,2,4,30
6348,3013,2015-01-31,7,5,30
6349,3013,2015-02-01,5,6,30
6350,3013,2015-02-02,3,0,30
6351,3013,2015-02-03,2,1,30
6352,3013,2015-02-05,2,3,30
6353,3013,2015-02-06,2,4,30
6354,3013,2015-02-07,1,5,30
6355,3013,2015-02-08,4,6,30
6356,3013,2015-02-09,3,0,30
6357,3013,2015-02-10,2,1,30
6358,3013,2015-02-11,4,2,30
6359,3013,2015-02-12,7,3,30
6360,3013,2015-02-13,1,4,30
6361,3013,2015-02-15,5,6,30
6362,3013,2015-02-16,5,0,30
6363,3013,2015-02-17,8,1,30
6364,3013,2015-02-18,5,2,30
6365,3013,2015-02-21,4,5,30
6366,3013,2015-02-24,3,1,30
6367,3013,2015-02-25,1,2,30
6368,3013,2015-02-26,3,3,30
6369,3013,2015-02-27,3,4,30
6370,3013,2015-02-28,2,5,30
6371,3013,2015-03-01,1,6,30
6372,3013,2015-03-02,6,0,30
6373,3013,2015-03-03,3,1,30
6374,3013,2015-03-04,10,2,30
6375,3013,2015-03-05,4,3,30
6376,3013,2015-03-06,1,4,30
6377,3013,2015-03-07,1,5,30
6378,3013,2015-03-09,4,0,30
6379,3013,2015-03-10,2,1,30
6380,3013,2015-03-11,4,2,30
6381,3013,2015-03-12,2,3,30
6382,3013,2015-03-13,5,4,30
6383,3013,2015-03-14,3,5,30
6384,3013,2015-03-15,3,6,30
6385,3013,2015-03-16,4,0,30
6386,3013,2015-03-17,3,1,30
6387,3013,2015-03-18,4,2,30
6388,3013,2015-03-19,9,3,30
6389,3013,2015-03-20,3,4,30
6390,3013,2015-03-21,6,5,30
6391,3013,2015-03-23,8,0,30
6392,3013,2015-03-24,6,1,30
6393,3013,2015-03-25,7,2,30
6394,3013,2015-03-26,2,3,30
6395,3013,2015-03-27,4,4,30
6396,3013,2015-03-28,3,5,30
6397,3013,2015-03-29,7,6,30
6398,3013,2015-03-30,4,0,30
6399,3013,2015-04-01,7,2,30
6400,3013,2015-04-02,2,3,30
6401,3013,2015-04-03,10,4,30
6402,3013,2015-04-04,1,5,30
6403,3013,2015-04-05,4,6,30
6404,3013,2015-04-06,3,0,30
6405,3013,2015-04-07,2,1,30
6406,3013,2015-04-08,5,2,30
6407,3013,2015-04-10,7,4,30
6408,3013,2015-04-11,6,5,30
6409,3013,2015-04-12,6,6,30
6410,3013,2015-04-13,2,0,30
6411,3013,2015-04-14,7,1,30
6412,3013,2015-04-15,6,2,30
6413,3013,2015-04-17,2,4,30
6414,3013,2015-04-19,4,6,30
6415,3013,2015-04-20,9,0,30
6416,3013,2015-04-21,3,1,30
6417,3013,2015-04-22,5,2,30
6418,3013,2015-04-23,5,3,30
6419,3013,2015-04-24,7,4,30
6420,3013,2015-04-25,4,5,30
6421,3013,2015-04-26,5,6,30
6422,3013,2015-04-28,6,1,30
6423,3013,2015-04-29,4,2,30
6424,3013,2015-04-30,2,3,30
6425,3014,2015-01-14,1,2,30
6426,3014,2015-01-18,1,6,30
6427,3014,2015-01-19,1,0,30
6428,3014,2015-01-20,1,1,30
6429,3014,2015-01-26,1,0,30
6430,3014,2015-01-29,1,3,30
6431,3014,2015-02-03,1,1,30
6432,3014,2015-02-07,1,5,30
6433,3014,2015-02-09,1,0,30
6434,3014,2015-02-15,1,6,30
6435,3014,2015-02-16,1,0,30
6436,3014,2015-02-26,1,3,30
6437,3014,2015-02-28,1,5,30
6438,3014,2015-03-19,1,3,30
6439,3014,2015-03-21,1,5,30
6440,3014,2015-03-24,1,1,30
6441,3014,2015-03-25,3,2,30
6442,3014,2015-04-15,1,2,30
6443,3015,2015-01-18,1,6,30
6444,3015,2015-01-29,1,3,30
6445,3015,2015-02-01,1,6,30
6446,3015,2015-02-18,2,2,30
6447,3015,2015-02-25,1,2,30
6448,3015,2015-04-15,1,2,30
6449,3015,2015-04-17,2,4,30
6450,3015,2015-04-20,1,0,30
6451,3016,2015-01-01,10,3,30
6452,3016,2015-01-02,11,4,30
6453,3016,2015-01-03,9,5,30
6454,3016,2015-01-04,7,6,30
6455,3016,2015-01-05,14,0,30
6456,3016,2015-01-06,15,1,30
6457,3016,2015-01-07,15,2,30
6458,3016,2015-01-08,3,3,30
6459,3016,2015-01-09,7,4,30
6460,3016,2015-01-10,7,5,30
6461,3016,2015-01-11,2,6,30
6462,3016,2015-01-12,6,0,30
6463,3016,2015-01-13,11,1,30
6464,3016,2015-01-14,15,2,30
6465,3016,2015-01-15,9,3,30
6466,3016,2015-01-16,6,4,30
6467,3016,2015-01-17,11,5,30
6468,3016,2015-01-18,12,6,30
6469,3016,2015-01-19,16,0,30
6470,3016,2015-01-20,9,1,30
6471,3016,2015-01-21,9,2,30
6472,3016,2015-01-22,10,3,30
6473,3016,2015-01-23,4,4,30
6474,3016,2015-01-24,5,5,30
6475,3016,2015-01-25,13,6,30
6476,3016,2015-01-26,12,0,30
6477,3016,2015-01-27,4,1,30
6478,3016,2015-01-28,23,2,30
6479,3016,2015-01-29,13,3,30
6480,3016,2015-01-30,1,4,30
6481,3016,2015-01-31,14,5,30
6482,3016,2015-02-01,9,6,30
6483,3016,2015-02-02,11,0,30
6484,3016,2015-02-03,5,1,30
6485,3016,2015-02-05,3,3,30
6486,3016,2015-02-06,7,4,30
6487,3016,2015-02-07,10,5,30
6488,3016,2015-02-08,6,6,30
6489,3016,2015-02-09,16,0,30
6490,3016,2015-02-10,8,1,30
6491,3016,2015-02-11,9,2,30
6492,3016,2015-02-12,8,3,30
6493,3016,2015-02-13,4,4,30
6494,3016,2015-02-15,7,6,30
6495,3016,2015-02-16,18,0,30
6496,3016,2015-02-17,10,1,30
6497,3016,2015-02-18,20,2,30
6498,3016,2015-02-19,2,3,30
6499,3016,2015-02-21,2,5,30
6500,3016,2015-02-22,3,6,30
6501,3016,2015-02-23,5,0,30
6502,3016,2015-02-24,3,1,30
6503,3016,2015-02-25,6,2,30
6504,3016,2015-02-26,6,3,30
6505,3016,2015-02-27,5,4,30
6506,3016,2015-02-28,10,5,30
6507,3016,2015-03-01,8,6,30
6508,3016,2015-03-02,4,0,30
6509,3016,2015-03-04,11,2,30
6510,3016,2015-03-05,6,3,30
6511,3016,2015-03-06,5,4,30
6512,3016,2015-03-07,9,5,30
6513,3016,2015-03-08,5,6,30
6514,3016,2015-03-09,11,0,30
6515,3016,2015-03-10,6,1,30
6516,3016,2015-03-11,21,2,30
6517,3016,2015-03-12,11,3,30
6518,3016,2015-03-13,8,4,30
6519,3016,2015-03-14,4,5,30
6520,3016,2015-03-15,10,6,30
6521,3016,2015-03-16,5,0,30
6522,3016,2015-03-17,3,1,30
6523,3016,2015-03-18,13,2,30
6524,3016,2015-03-19,11,3,30
6525,3016,2015-03-20,5,4,30
6526,3016,2015-03-21,6,5,30
6527,3016,2015-03-22,4,6,30
6528,3016,2015-03-23,10,0,30
6529,3016,2015-03-24,8,1,30
6530,3016,2015-03-25,8,2,30
6531,3016,2015-03-26,2,3,30
6532,3016,2015-03-27,6,4,30
6533,3016,2015-03-28,8,5,30
6534,3016,2015-03-29,5,6,30
6535,3016,2015-03-30,7,0,30
6536,3016,2015-04-01,12,2,30
6537,3016,2015-04-02,9,3,30
6538,3016,2015-04-03,7,4,30
6539,3016,2015-04-04,4,5,30
6540,3016,2015-04-05,5,6,30
6541,3016,2015-04-06,4,0,30
6542,3016,2015-04-07,20,1,30
6543,3016,2015-04-08,23,2,30
6544,3016,2015-04-10,5,4,30
6545,3016,2015-04-11,10,5,30
6546,3016,2015-04-12,1,6,30
6547,3016,2015-04-13,6,0,30
6548,3016,2015-04-14,7,1,30
6549,3016,2015-04-15,20,2,30
6550,3016,2015-04-17,4,4,30
6551,3016,2015-04-18,7,5,30
6552,3016,2015-04-19,3,6,30
6553,3016,2015-04-20,2,0,30
6554,3016,2015-04-21,4,1,30
6555,3016,2015-04-22,25,2,30
6556,3016,2015-04-23,6,3,30
6557,3016,2015-04-24,6,4,30
6558,3016,2015-04-25,7,5,30
6559,3016,2015-04-26,10,6,30
6560,3016,2015-04-27,8,0,30
6561,3016,2015-04-28,7,1,30
6562,3016,2015-04-29,12,2,30
6563,3016,2015-04-30,7,3,30
6564,3017,2015-01-02,1,4,30
6565,3017,2015-01-05,1,0,30
6566,3017,2015-01-07,1,2,30
6567,3017,2015-01-11,1,6,30
6568,3017,2015-01-12,1,0,30
6569,3017,2015-01-19,1,0,30
6570,3017,2015-01-20,1,1,30
6571,3017,2015-01-25,1,6,30
6572,3017,2015-01-31,1,5,30
6573,3017,2015-02-11,1,2,30
6574,3017,2015-02-12,1,3,30
6575,3017,2015-02-17,1,1,30
6576,3017,2015-03-04,1,2,30
6577,3017,2015-03-16,1,0,30
6578,3017,2015-03-18,1,2,30
6579,3017,2015-03-19,1,3,30
6580,3017,2015-03-25,1,2,30
6581,3017,2015-03-30,1,0,30
6582,3017,2015-04-06,1,0,30
6583,3017,2015-04-14,1,1,30
6584,3017,2015-04-15,1,2,30
6585,3017,2015-04-20,3,0,30
6586,3017,2015-04-23,2,3,30
6587,3017,2015-04-26,1,6,30
6588,3017,2015-04-29,2,2,30
6589,3018,2015-01-01,14,3,30
6590,3018,2015-01-02,4,4,30
6591,3018,2015-01-03,8,5,30
6592,3018,2015-01-04,3,6,30
6593,3018,2015-01-05,12,0,30
6594,3018,2015-01-06,9,1,30
6595,3018,2015-01-07,8,2,30
6596,3018,2015-01-08,6,3,30
6597,3018,2015-01-09,3,4,30
6598,3018,2015-01-10,8,5,30
6599,3018,2015-01-11,5,6,30
6600,3018,2015-01-12,3,0,30
6601,3018,2015-01-13,3,1,30
6602,3018,2015-01-14,12,2,30
6603,3018,2015-01-15,8,3,30
6604,3018,2015-01-16,5,4,30
6605,3018,2015-01-17,6,5,30
6606,3018,2015-01-18,6,6,30
6607,3018,2015-01-19,1,0,30
6608,3018,2015-01-20,10,1,30
6609,3018,2015-01-21,10,2,30
6610,3018,2015-01-22,4,3,30
6611,3018,2015-01-23,8,4,30
6612,3018,2015-01-24,3,5,30
6613,3018,2015-01-25,1,6,30
6614,3018,2015-01-26,6,0,30
6615,3018,2015-01-27,13,1,30
6616,3018,2015-01-28,8,2,30
6617,3018,2015-01-29,10,3,30
6618,3018,2015-01-30,3,4,30
6619,3018,2015-01-31,6,5,30
6620,3018,2015-02-01,9,6,30
6621,3018,2015-02-02,5,0,30
6622,3018,2015-02-03,6,1,30
6623,3018,2015-02-05,4,3,30
6624,3018,2015-02-06,8,4,30
6625,3018,2015-02-07,1,5,30
6626,3018,2015-02-09,9,0,30
6627,3018,2015-02-10,1,1,30
6628,3018,2015-02-11,5,2,30
6629,3018,2015-02-12,4,3,30
6630,3018,2015-02-15,2,6,30
6631,3018,2015-02-16,8,0,30
6632,3018,2015-02-17,6,1,30
6633,3018,2015-02-18,12,2,30
6634,3018,2015-02-19,3,3,30
6635,3018,2015-02-21,5,5,30
6636,3018,2015-02-22,2,6,30
6637,3018,2015-02-23,2,0,30
6638,3018,2015-02-24,7,1,30
6639,3018,2015-02-25,6,2,30
6640,3018,2015-02-26,3,3,30
6641,3018,2015-02-27,1,4,30
6642,3018,2015-02-28,5,5,30
6643,3018,2015-03-01,5,6,30
6644,3018,2015-03-02,12,0,30
6645,3018,2015-03-03,4,1,30
6646,3018,2015-03-04,3,2,30
6647,3018,2015-03-05,6,3,30
6648,3018,2015-03-06,5,4,30
